id_item,categoria,grupo_insumo,item_curto,descricao,termos_busca
18,EQUIPAMENTO,FOGÃO,Fogão industrial profissional a gás GLP,"Fogão industrial profissional a gás GLP, baixa pressão, com 8 queimadores (4 simples e 4 duplos), estrutura em aço inoxidável, grelhas removíveis em ferro fundido de aproximadamente 400 × 400 mm, queimadores industriais, registros individuais de controle de chama (sem forno)",fogao 8 queimadores | fogao inox | fogao industrial profissional | fogao
19,EQUIPAMENTO,FORNO,Forno turbo industrial elétrico com capacidade para 10 esteiras de 580 × 680 mm,"Forno turbo industrial elétrico com capacidade para 10 esteiras de 580 × 680 mm, sistema de circulação forçada de ar quente por turbina, controle digital de temperatura e tempo, temperatura máxima de operação aproximada de 230 °C, sistema de injeção de vapor, isolamento térmico, porta com visor em vidro temperado, iluminação interna, estrutura externa em aço carbono com acabamento em pintura eletrostática e câmara interna em aço resistente à alta temperatura. Alimentação elétrica: 220 V Monofásico - Resistência: 19 kW",forno 10 esteiras | forno aco carbono | forno turbo industrial | forno
20,EQUIPAMENTO,FORNO,Forno turbo industrial elétrico com capacidade para 5 esteiras de 580 × 680 mm,"Forno turbo industrial elétrico com capacidade para 5 esteiras de 580 × 680 mm, sistema de circulação forçada de ar quente por turbina, controle digital de temperatura e tempo, temperatura máxima de operação aproximada de 230 °C, sistema de injeção de vapor, isolamento térmico, porta com visor em vidro temperado, iluminação interna, estrutura externa em aço carbono com acabamento em pintura eletrostática e câmara interna em aço resistente à alta temperatura. Alimentação elétrica: 220 V Monofásico - Resistência: 9,8 kW - Motor: 1/4 CV",forno 5 esteiras | forno aco carbono | forno turbo industrial | forno
34,EQUIPAMENTO,FORNO,Forno integrado ao fogão industrial de 5 queimadores,"Forno integrado ao fogão industrial de 5 queimadores, com capacidade aproximada de 70 litros, dimensões internas aproximadas de 270 × 500 × 510 mm (altura × largura × profundidade), equipado com 1 grelha removível com regulagem de altura. Possui alimentação a gás GLP baixa pressão para aquecimento do forno, acendimento manual, estrutura em aço carbono com acabamento em pintura epóxi e potência térmica aproximada do queimador do forno de 2,2 kW (≈ 1.900 kcal/h)",forno 70 l | forno aco carbono | forno integrado fogao | forno
21,EQUIPAMENTO,FREEZER,Freezer horizontal comercial de dupla ação (freezer/refrigerador),"Freezer horizontal comercial de dupla ação (freezer/refrigerador), capacidade aproximada de 417 litros, equipado com duas tampas basculantes, gabinete externo em aço com tratamento anticorrosivo, revestimento interno resistente, isolamento térmico em poliuretano expandido, sistema de refrigeração para operação nas funções congelamento ou refrigeração, controle de temperatura, dreno frontal para degelo, rodízios para movimentação, puxador ergonômico e fechadura de segurança. Alimentação elétrica: 220 V – Potência elétrica nominal: 140W",freezer 417 l | freezer horizontal comercial | freezer
22,EQUIPAMENTO,FREEZER,Freezer horizontal comercial de dupla ação (freezer/refrigerador),"Freezer horizontal comercial de dupla ação (freezer/refrigerador), capacidade aproximada de 546 litros, equipado com duas tampas basculantes, gabinete externo em aço com tratamento anticorrosivo, revestimento interno resistente, isolamento térmico em poliuretano expandido, sistema de refrigeração para operação nas funções congelamento ou refrigeração, controle de temperatura, dreno frontal para degelo, rodízios para movimentação, puxador ergonômico e fechadura de segurança. Alimentação elétrica: 220 V – Potência elétrica nominal: 140 W",freezer 546 l | freezer horizontal comercial | freezer
23,EQUIPAMENTO,LIQUIDIFICADOR,Liquidificador industrial de baixa rotação,"Liquidificador industrial de baixa rotação, com capacidade aproximada de 15 litros. Equipado com copo em aço inoxidável, conjunto de lâminas em aço inox, tampa com vedação adequada, motor de uso profissional, estrutura resistente e alimentação elétrica 220 V - Potência elétrica: 1,5 cv (≈1.100 W)",liquidificador 15 l | liquidificador inox | liquidificador industrial baixa | liquidificador
24,EQUIPAMENTO,LIQUIDIFICADOR,Liquidificador industrial de baixa rotação,"Liquidificador industrial de baixa rotação, com capacidade aproximada de 6 litros. Equipado com copo em aço inoxidável, conjunto de lâminas em aço inox, tampa com vedação adequada, motor de uso profissional, estrutura resistente e alimentação elétrica 220 V - Potência elétrica: 0,5 cv (≈500 W)",liquidificador 6 l | liquidificador inox | liquidificador industrial baixa | liquidificador
32,EQUIPAMENTO,LIQUIDIFICADOR,Liquidificador industrial de baixa rotação,"Liquidificador industrial de baixa rotação, com capacidade aproximada de 3 litros, confeccionado em aço inoxidável, equipado com copo monobloco em aço inox, conjunto de lâminas em aço inoxidável, tampa com vedação adequada, motor de uso profissional, estrutura resistente e acabamento liso de fácil higienização. Liquidificador industrial de baixa rotação, com capacidade aproximada de 3 litros, confeccionado em aço inoxidável,",liquidificador 3 l | liquidificador inox | liquidificador industrial baixa | liquidificador
25,EQUIPAMENTO,MICROONDAS,Micro-ondas comercial industrial,"Micro-ondas comercial industrial, capacidade de 34 litros, gabinete e câmara interna em aço inoxidável, painel digital com programação de tempo e níveis de potência, funcionamento sem prato giratório, alimentação elétrica 220 V - Potência elétrica: 1,36 (≈ 1000 W).",microondas 34 l | microondas inox | micro ondas comercial | microondas
26,EQUIPAMENTO,PROCESSADOR,Multiprocessador industrial tipo cutter,"Multiprocessador industrial tipo cutter, com capacidade aproximada de 5 litros. Equipado com cuba em aço inoxidável, conjunto de lâminas em aço inox, tampa com sistema de segurança, estrutura resistente para uso profissional e acionamento elétrico. Possui motor de alto desempenho para processamento de alimentos sólidos e pastosos, alimentação elétrica 220 V - Potência elétrica: 0,5 CV (≈ 368 W)",processador 5 l | processador inox | multiprocessador industrial cutter | processador
27,EQUIPAMENTO,PROCESSADOR,Processador de alimentos industrial multifunção,"Processador de alimentos industrial multifunção, com capacidade de produção aproximada de 250 kg/h, estrutura em aço inoxidável, destinado ao corte, fatiamento, ralamento e processamento de legumes, verduras e demais alimentos. Equipado com 7 discos de corte com diâmetro aproximado de 203 mm, câmara de processamento resistente, tampa removível com sistema de segurança, bocal de alimentação amplo com empurrador e acionamento elétrico profissional. Alimentação elétrica 220 V - Potência Nominal 600 W - Potência do motor: 0,5 CV",processador inox | processador alimentos industrial | processador
E035,EQUIPAMENTO,PROCESSADOR,Multiprocessador elétrico de alimentos,"Multiprocessador elétrico de alimentos, com capacidade de 2 litros, potência de 400 W, recipiente em aço inoxidável, equipado com lâminas em aço inoxidável para triturar e picar carnes, legumes, verduras, temperos e demais alimentos, com acionamento elétrico, função pulsar, duas velocidades de operação e sistema de trava de segurança, alimentação elétrica em 110/220 V.",processador 2 l | processador inox | multiprocessador eletrico alimentos | processador
28,EQUIPAMENTO,PURIFICADOR,Purificador de água refrigerado,"Purificador de água refrigerado, com capacidade de armazenamento interno aproximada de 2,3 litros, sistema de filtragem em no mínimo 3 etapas, fornecimento de água natural e gelada, com reservatório interno adequado para uso contínuo. Equipado com gabinete em material resistente à corrosão e de fácil higienização, sistema de refrigeração, controle de temperatura, elementos filtrantes substituíveis, bandeja coletora removível e alimentação elétrica 220 V. Potência ≈ 90W","purificador 2,3 l | purificador agua refrigerado | purificador"
29,EQUIPAMENTO,REFRIGERADOR,Refrigerador comercial vertical de 4 portas,"Refrigerador comercial vertical de 4 portas, capacidade bruta e líquida aproximada de 1.044 litros, gabinete em construção monobloco, revestimento externo em aço inoxidável AISI 430, revestimento interno em aço galvanizado com fundo em aço inox AISI 430, sistema de refrigeração por ar forçado com evaporador aletado, controlador eletrônico com indicador de temperatura, temperatura de operação de 0 °C a +7 °C, prateleiras aramadas reguláveis em 4 níveis, quadro de portas com resistência para evitar condensação, pés niveladores e alimentação elétrica 220 V. Consumo energético aproximado de 4,7 kWh/dia",refrigerador 1044 l | refrigerador 4 portas | refrigerador inox | refrigerador
30,EQUIPAMENTO,REFRIGERADOR,Refrigerador vertical duplex,"Refrigerador vertical duplex, sistema de refrigeração Frost Free, capacidade total aproximada de 386 litros, gabinete em aço com acabamento em pintura eletrostática, compartimento refrigerador e freezer independentes, controle interno de temperatura, prateleiras removíveis e reguláveis, gaveta para frutas e legumes, compartimentos na porta, iluminação interna em LED, degelo automático (Frost Free), classificação energética mínima ""A"" conforme Programa Brasileiro de Etiquetagem (PBE/INMETRO), alimentação elétrica 220 V e potência elétrica nominal aproximada de 150 W",refrigerador 386 l | refrigerador vertical duplex | refrigerador
